,meastype,gas,unit,sector_number,category,classification,source,target,type,subcategory,region,tdetail,mmsys,IPCC2006,Reference 2006,IPCC1997,Reference 1997,option,measure,variableUID,,,
455610,MASS,no gas,kg,3.B.1.4.4,Goats,CH4 Emissions,,,,,,,,38.5,Table 10A.9,30,,,Typical animal mass (average),FE15A697-5E99-4FD2-A0DA-DAAFA4A8CA34,,,
4767,MASS,no gas,kg,3.B.1.4.5,Horses,CH4 Emissions,,,,,,,,377,Table 10A.9,238,,,Typical animal mass (average),CB7AA74F-A356-4E54-B1E4-BBA93233A824,,,
488410,MASS,no gas,kg,3.B.1.4.6,Mules and Asses,CH4 Emissions,,,,,,,,130,Table 10A.9,130,Table B.7,,Typical animal mass (average),D2A9FDB3-A2C0-42AE-B98E-6A177460F2C6,,,
50957,MASS,no gas,kg,3.B.1.4.7,Poultry,CH4 Emissions,,,,Layers,,,,1.8,Table 10A.9,1.1,Table B.7,,Typical animal mass (average),1A735036-1AC2-461C-9613-211F3BA21FC1,,,
50957,MASS,no gas,kg,3.B.1.4.7,Poultry,CH4 Emissions,,,,Broilers,,,,0.9,Table 10A.9,1.1,Table B.7,,Typical animal mass (average),,,,
50957,MASS,no gas,kg,3.B.1.4.7,Poultry,CH4 Emissions,,,,Turkeys,,,,6.8,Table 10A.9,1.1,Table B.7,,Typical animal mass (average),,,,
50957,MASS,no gas,kg,3.B.1.4.7,Poultry,CH4 Emissions,,,,Ducks,,,,2.7,Table 10A.9,1.1,Table B.7,,Typical animal mass (average),,,,
52406,MASS,no gas,kg,3.B.1.4.8.1,Rabbit,CH4 Emissions,,,,,,,,1.6,Table 10A.9,,,,Typical animal mass (average),39FDA84A-4A29-4D81-89CE-2E38676C927D,,,
529110,MASS,no gas,kg,3.B.1.4.8.3,Ostrich,CH4 Emissions,,,,,,,,,,,,,Typical animal mass (average),E1D5F5CB-7E90-4B42-BA46-683044F60B16,,,
53448,MASS,no gas,kg,3.B.1.4.8.4,Fur-bearing Animals,CH4 Emissions,,,,,,,,,,,,,Typical animal mass (average),403DBB90-4FFB-42CC-BF5B-A03542B34703,,,
537110,MASS,no gas,kg,3.B.1.4.8.5,Other Other Other Livestock,CH4 Emissions,,,,,,,,,,,,,Typical animal mass (average),70961B7C-61C7-4C47-A833-68E602D49CCB,,,
263210,MCF,no gas,,3.B.1.1,Dairy Cattle,Tier 2,Composting,Cool,,,,,,0.50%,Table 10A.4,,,,Methane conversion factor,88251937-B040-4E77-9CB4-B0EBD885EC49,,,
26497,MCF,no gas,,3.B.1.1,Dairy Cattle,Tier 2,Digesters,Cool,,,,,,10%,Table 10A.4,10%,Table B.3,,Methane conversion factor,2E5E429C-C175-454C-A557-0E20374F02B5,,,
26756,MCF,no gas,,3.B.1.1,Dairy Cattle,Tier 2,Liquid system,Cool,,,,?10,,17%,Table 10A.4,10%,Table 4.8,,Methane conversion factor,788C8972-32BD-4F9F-9553-8405056A8D78,,,
26756,MCF,no gas,,3.B.1.1,Dairy Cattle,Tier 2,Liquid system,Cool,,,,11,,19%,Table 10A.4,10%,Table 4.8,,Methane conversion factor,,,,
26756,MCF,no gas,,3.B.1.1,Dairy Cattle,Tier 2,Liquid system,Cool,,,,12,,20%,Table 10A.4,10%,Table 4.8,,Methane conversion factor,,,,
26756,MCF,no gas,,3.B.1.1,Dairy Cattle,Tier 2,Liquid system,Cool,,,,13,,22%,Table 10A.4,10%,Table 4.8,,Methane conversion factor,,,,
26756,MCF,no gas,,3.B.1.1,Dairy Cattle,Tier 2,Liquid system,Cool,,,,14,,25%,Table 10A.4,10%,Table 4.8,,Methane conversion factor,,,,
270010,MCF,no gas,,3.B.1.1,Dairy Cattle,Tier 2,Other,Cool,,,,,,1%,Table 10A.4,1%,Table B.3,,Methane conversion factor,B6F2A68F-EC08-409D-803E-E02A8558E525,,,
2733,MCF,no gas,,3.B.1.1,Dairy Cattle,Tier 2,Pasture  range and paddock,Cool,,,,,,1%,Table 10A.4,1%,Table 4.8,,Methane conversion factor,209E7964-8C16-4E75-8C77-50F0C8E6BD25,,,
27657,MCF,no gas,,3.B.1.1,Dairy Cattle,Tier 2,Solid storage and dry lot,Cool,,,,,,2.00%,Table 10A.4,1%,Table 4.8,,Methane conversion factor,43322C8F-2206-40A9-A067-4AAF1B537E1E,,,
263810,MCF,no gas,,3.B.1.1,Dairy Cattle,Tier 2,Daily spread,Cool,,,,,,0.10%,Table 10A.4,0.10%,Table 4.8,,Methane conversion factor,834B135C-9AAD-4BA0-ACFF-C178BD056AD6,,,
26542,MCF,no gas,,3.B.1.1,Dairy Cattle,Tier 2,Digesters,Temperate,,,,,,10%,Table 10A.4,10%,Table B.3,,Methane conversion factor,85C2737F-F1A4-4F2C-A51D-A80D6E275AC1,,,
268810,MCF,no gas,,3.B.1.1,Dairy Cattle,Tier 2,Liquid system,Temperate,,,,15,,27%,Table 10A.4,35%,Table 4.8,,Methane conversion factor,6CE88BF8-3EC7-4CB8-9967-6A930BCEBAF8,,,
268810,MCF,no gas,,3.B.1.1,Dairy Cattle,Tier 2,Liquid system,Temperate,,,,16,,29%,Table 10A.4,35%,Table 4.8,,Methane conversion factor,,,,
268810,MCF,no gas,,3.B.1.1,Dairy Cattle,Tier 2,Liquid system,Temperate,,,,17,,32%,Table 10A.4,35%,Table 4.8,,Methane conversion factor,,,,
268810,MCF,no gas,,3.B.1.1,Dairy Cattle,Tier 2,Liquid system,Temperate,,,,18,,35%,Table 10A.4,35%,Table 4.8,,Methane conversion factor,,,,
268810,MCF,no gas,,3.B.1.1,Dairy Cattle,Tier 2,Liquid system,Temperate,,,,19,,39%,Table 10A.4,35%,Table 4.8,,Methane conversion factor,,,,
268810,MCF,no gas,,3.B.1.1,Dairy Cattle,Tier 2,Liquid system,Temperate,,,,20,,42%,Table 10A.4,35%,Table 4.8,,Methane conversion factor,,,,
268810,MCF,no gas,,3.B.1.1,Dairy Cattle,Tier 2,Liquid system,Temperate,,,,21,,46%,Table 10A.4,35%,Table 4.8,,Methane conversion factor,,,,
268810,MCF,no gas,,3.B.1.1,Dairy Cattle,Tier 2,Liquid system,Temperate,,,,22,,50%,Table 10A.4,35%,Table 4.8,,Methane conversion factor,,,,
268810,MCF,no gas,,3.B.1.1,Dairy Cattle,Tier 2,Liquid system,Temperate,,,,23,,55%,Table 10A.4,35%,Table 4.8,,Methane conversion factor,,,,
268810,MCF,no gas,,3.B.1.1,Dairy Cattle,Tier 2,Liquid system,Temperate,,,,24,,60%,Table 10A.4,35%,Table 4.8,,Methane conversion factor,,,,
268810,MCF,no gas,,3.B.1.1,Dairy Cattle,Tier 2,Liquid system,Temperate,,,,25,,65%,Table 10A.4,35%,Table 4.8,,Methane conversion factor,,,,
2927,MCF,no gas,,3.B.1.1,Growing Cattle,Tier 2,Pasture  range and paddock,Cool,,,,,,1%,Table 10A.5,1%,Table 4.8,Option B,Methane conversion factor,F51BB30A-3652-49E5-91A7-2741B8118EF0,,,
293610,MCF,no gas,,3.B.1.1,Growing Cattle,Tier 2,Solid storage and dry lot,Cool,,,,,,2.00%,Table 10A.5,1%,Table 4.8,Option B,Methane conversion factor,5591A8E2-78F7-4613-9C51-774DF5988086,,,
2920,MCF,no gas,,3.B.1.1,Growing Cattle,Tier 2,Liquid system,Cool,,,,?10,,17%,Table 10A.5,10%,Table 4.8,Option B,Methane conversion factor,46F733AE-ABEA-4F0A-8691-8B7117BB8C2A,,,
2920,MCF,no gas,,3.B.1.1,Growing Cattle,Tier 2,Liquid system,Cool,,,,11,,19%,Table 10A.5,10%,Table 4.8,Option B,Methane conversion factor,,,,
2920,MCF,no gas,,3.B.1.1,Growing Cattle,Tier 2,Liquid system,Cool,,,,12,,20%,Table 10A.5,10%,Table 4.8,Option B,Methane conversion factor,,,,
2920,MCF,no gas,,3.B.1.1,Growing Cattle,Tier 2,Liquid system,Cool,,,,13,,22%,Table 10A.5,10%,Table 4.8,Option B,Methane conversion factor,,,,
2920,MCF,no gas,,3.B.1.1,Growing Cattle,Tier 2,Liquid system,Cool,,,,14,,25%,Table 10A.5,10%,Table 4.8,Option B,Methane conversion factor,,,,
2922,MCF,no gas,,3.B.1.1,Growing Cattle,Tier 2,Other,Cool,,,,,,,,1%,Table B.4,Option B,Methane conversion factor,104495CB-99DA-4CAA-B9BB-140D2BB928F6,,,
291510,MCF,no gas,,3.B.1.1,Growing Cattle,Tier 2,Digesters,Cool,,,,,,10%,Table 10A.5,10%,Table B.4,Option B,Methane conversion factor,836C95AB-4EAB-40FA-9C5D-10B492FAB9A9,,,
29874,MCF,no gas,,3.B.1.1,Mature Dairy Cattle,Tier 2,Pasture  range and paddock,Cool,,,,,,1%,Table 10A.4,1%,Table 4.8,Option B,Methane conversion factor,94609DF9-BFD8-44E0-94F3-D878F02DD3CE,,,
29959,MCF,no gas,,3.B.1.1,Mature Dairy Cattle,Tier 2,Solid storage and dry lot,Cool,,,,,,2.00%,Table 10A.4,1%,Table 4.8,Option B,Methane conversion factor,21364CB7-3E9E-4F66-AAA0-48E57E560E29,,,
297910,MCF,no gas,,3.B.1.1,Mature Dairy Cattle,Tier 2,Liquid system,Cool,,,,?10,,17%,Table 10A.4,10%,Table 4.8,Option B,Methane conversion factor,E1112E4A-B1E3-4F14-802D-A74B6401D5FC,,,
297910,MCF,no gas,,3.B.1.1,Mature Dairy Cattle,Tier 2,Liquid system,Cool,,,,11,,19%,Table 10A.4,10%,Table 4.8,Option B,Methane conversion factor,,,,
297910,MCF,no gas,,3.B.1.1,Mature Dairy Cattle,Tier 2,Liquid system,Cool,,,,12,,20%,Table 10A.4,10%,Table 4.8,Option B,Methane conversion factor,,,,
297910,MCF,no gas,,3.B.1.1,Mature Dairy Cattle,Tier 2,Liquid system,Cool,,,,13,,22%,Table 10A.4,10%,Table 4.8,Option B,Methane conversion factor,,,,
297910,MCF,no gas,,3.B.1.1,Mature Dairy Cattle,Tier 2,Liquid system,Cool,,,,14,,25%,Table 10A.4,10%,Table 4.8,Option B,Methane conversion factor,,,,
29732,MCF,no gas,,3.B.1.1,Mature Dairy Cattle,Tier 2,Digesters,Cool,,,,,,10%,Table 10A.4,10%,Table B.3,Option B,Methane conversion factor,AB619506-7CF4-4306-B0EA-CD67EE10975D,,,
30391,MCF,no gas,,3.B.1.1,Non-Dairy Cattle,Tier 2,Composting,Cool,,,,,,0.50%,Table 10A.5,,,,Methane conversion factor,1913548A-ECE1-44DF-A706-587FF512E5AB,,,
305710,MCF,no gas,,3.B.1.1,Non-Dairy Cattle,Tier 2,Digesters,Cool,,,,,,10%,Table 10A.5,10%,Table B.4,,Methane conversion factor,EA35D603-0935-44DA-B05A-A9FD6C89E79B,,,
307910,MCF,no gas,,3.B.1.1,Non-Dairy Cattle,Tier 2,Liquid system,Cool,,,,?10,,17%,Table 10A.5,10%,Table 4.8,,Methane conversion factor,FEE68E72-4AAE-4F5F-8FD2-4873925394B6,,,
307910,MCF,no gas,,3.B.1.1,Non-Dairy Cattle,Tier 2,Liquid system,Cool,,,,11,,19%,Table 10A.5,10%,Table 4.8,,Methane conversion factor,,,,
307910,MCF,no gas,,3.B.1.1,Non-Dairy Cattle,Tier 2,Liquid system,Cool,,,,12,,20%,Table 10A.5,10%,Table 4.8,,Methane conversion factor,,,,
307910,MCF,no gas,,3.B.1.1,Non-Dairy Cattle,Tier 2,Liquid system,Cool,,,,13,,22%,Table 10A.5,10%,Table 4.8,,Methane conversion factor,,,,
307910,MCF,no gas,,3.B.1.1,Non-Dairy Cattle,Tier 2,Liquid system,Cool,,,,14,,25%,Table 10A.5,10%,Table 4.8,,Methane conversion factor,,,,
31104,MCF,no gas,,3.B.1.1,Non-Dairy Cattle,Tier 2,Other,Cool,,,,,,,,1%,Table B.4,,Methane conversion factor,F7C805E0-25D3-41A6-868B-8CAD9AAB75E2,,,
314510,MCF,no gas,,3.B.1.1,Non-Dairy Cattle,Tier 2,Pasture  range and paddock,Cool,,,,,,1%,Table 10A.5,1%,Table 4.8,,Methane conversion factor,7C49AF47-6F20-43E7-9015-3C80717C603F,,,
318010,MCF,no gas,,3.B.1.1,Non-Dairy Cattle,Tier 2,Solid storage and dry lot,Cool,,,,,,2.00%,Table 10A.5,1%,Table 4.8,,Methane conversion factor,650E2726-9ACD-4D19-B833-B86A35DFA0C6,,,
30454,MCF,no gas,,3.B.1.1,Non-Dairy Cattle,Tier 2,Daily spread,Cool,,,,,,0.10%,Table 10A.5,0.10%,Table 4.8,,Methane conversion factor,A401A497-D7EC-4DED-8EB3-FDBD7102B83E,,,
304810,MCF,no gas,,3.B.1.1,Non-Dairy Cattle,Tier 2,Daily spread,Temperate,,,,,,0.50%,Table 10A.5,0.50%,Table 4.8,,Methane conversion factor,FABCBAD3-2CDF-4953-89AC-878BDF0C33B2,,,
305110,MCF,no gas,,3.B.1.1,Non-Dairy Cattle,Tier 2,Daily spread,Warm,,,,,,1%,Table 10A.5,1%,Table 4.8,,Methane conversion factor,150EAD50-8973-4B28-8861-7A47537D3017,,,
315110,MCF,no gas,,3.B.1.1,Non-Dairy Cattle,Tier 2,Pasture  range and paddock,Temperate,,,,,,1.50%,Table 10A.5,1.50%,Table 4.8,,Methane conversion factor,4FE1B302-816B-432F-B179-D45C17AB77C5,,,
31564,MCF,no gas,,3.B.1.1,Non-Dairy Cattle,Tier 2,Pasture  range and paddock,Warm,,,,,,2%,Table 10A.5,2%,Table 4.8,,Methane conversion factor,915F01D4-1704-40C1-B0F3-2C33F3FAC566,,,
318910,MCF,no gas,,3.B.1.1,Non-Dairy Cattle,Tier 2,Solid storage and dry lot,Temperate,,,,,,4%,Table 10A.5,1.50%,Table 4.8,,Methane conversion factor,E317C426-9F89-46C4-A0A7-FDA662223E58,,,
319510,MCF,no gas,,3.B.1.1,Non-Dairy Cattle,Tier 2,Solid storage and dry lot,Warm,,,,,,5%,Table 10A.5,2%,Table 4.8,,Methane conversion factor,D7010797-6B7C-421B-B3B9-8D7E1145D7E9,,,
3063,MCF,no gas,,3.B.1.1,Non-Dairy Cattle,Tier 2,Digesters,Temperate,,,,,,10%,Table 10A.5,10%,Table B.4,,Methane conversion factor,3C428E2C-9D23-4132-AB05-4E27707CA8C5,,,
309310,MCF,no gas,,3.B.1.1,Non-Dairy Cattle,Tier 2,Liquid system,Temperate,,,,15,,27%,Table 10A.5,35%,Table 4.8,,Methane conversion factor,4993A55F-2CD6-49E4-BBE3-DF22946071C5,,,
309310,MCF,no gas,,3.B.1.1,Non-Dairy Cattle,Tier 2,Liquid system,Temperate,,,,16,,29%,Table 10A.5,35%,Table 4.8,,Methane conversion factor,,,,
309310,MCF,no gas,,3.B.1.1,Non-Dairy Cattle,Tier 2,Liquid system,Temperate,,,,17,,32%,Table 10A.5,35%,Table 4.8,,Methane conversion factor,,,,
309310,MCF,no gas,,3.B.1.1,Non-Dairy Cattle,Tier 2,Liquid system,Temperate,,,,18,,35%,Table 10A.5,35%,Table 4.8,,Methane conversion factor,,,,
309310,MCF,no gas,,3.B.1.1,Non-Dairy Cattle,Tier 2,Liquid system,Temperate,,,,19,,39%,Table 10A.5,35%,Table 4.8,,Methane conversion factor,,,,
309310,MCF,no gas,,3.B.1.1,Non-Dairy Cattle,Tier 2,Liquid system,Temperate,,,,20,,42%,Table 10A.5,35%,Table 4.8,,Methane conversion factor,,,,
309310,MCF,no gas,,3.B.1.1,Non-Dairy Cattle,Tier 2,Liquid system,Temperate,,,,21,,46%,Table 10A.5,35%,Table 4.8,,Methane conversion factor,,,,
309310,MCF,no gas,,3.B.1.1,Non-Dairy Cattle,Tier 2,Liquid system,Temperate,,,,22,,50%,Table 10A.5,35%,Table 4.8,,Methane conversion factor,,,,
309310,MCF,no gas,,3.B.1.1,Non-Dairy Cattle,Tier 2,Liquid system,Temperate,,,,23,,55%,Table 10A.5,35%,Table 4.8,,Methane conversion factor,,,,
309310,MCF,no gas,,3.B.1.1,Non-Dairy Cattle,Tier 2,Liquid system,Temperate,,,,24,,60%,Table 10A.5,35%,Table 4.8,,Methane conversion factor,,,,
309310,MCF,no gas,,3.B.1.1,Non-Dairy Cattle,Tier 2,Liquid system,Temperate,,,,25,,65%,Table 10A.5,35%,Table 4.8,,Methane conversion factor,,,,
335410,MCF,no gas,,3.B.1.1,Other Mature Cattle,Tier 2,Pasture  range and paddock,Cool,,,,,,1%,Table 10A.5,1%,Table 4.8,Option B,Methane conversion factor,175787B1-1B4C-4B2B-B4B7-18A0984F6CFD,,,
336110,MCF,no gas,,3.B.1.1,Other Mature Cattle,Tier 2,Solid storage and dry lot,Cool,,,,,,2%,Table 10A.5,1%,Table 4.8,Option B,Methane conversion factor,71DD79AD-B4A2-4108-94BE-14C68D57126D,,,
431710,MCF,no gas,,3.B.1.4.1,Buffalo,Tier 2,Liquid system,Cool,,,,?10,,17%,Table 10A.6,10%,Table 4.8,,Methane conversion factor,57093D80-C547-4B4D-B726-5619EE3144F6,,,
431710,MCF,no gas,,3.B.1.4.1,Buffalo,Tier 2,Liquid system,Cool,,,,11,,19%,Table 10A.6,10%,Table 4.8,,Methane conversion factor,,,,
431710,MCF,no gas,,3.B.1.4.1,Buffalo,Tier 2,Liquid system,Cool,,,,12,,20%,Table 10A.6,10%,Table 4.8,,Methane conversion factor,,,,
431710,MCF,no gas,,3.B.1.4.1,Buffalo,Tier 2,Liquid system,Cool,,,,13,,22%,Table 10A.6,10%,Table 4.8,,Methane conversion factor,,,,
431710,MCF,no gas,,3.B.1.4.1,Buffalo,Tier 2,Liquid system,Cool,,,,14,,25%,Table 10A.6,10%,Table 4.8,,Methane conversion factor,,,,
432110,MCF,no gas,,3.B.1.4.1,Buffalo,Tier 2,Other,Cool,,,,,,1%,Table 10A.6,1%,Table B.5,,Methane conversion factor,D926761D-55F5-44AB-9011-F12DFF9B9EBE,,,
43277,MCF,no gas,,3.B.1.4.1,Buffalo,Tier 2,Pasture  range and paddock,Cool,,,,,,1%,Table 10A.6,1%,Table 4.8,,Methane conversion factor,B9FDBA31-CC2D-4E98-B8D5-F0019BBD13F4,,,
43373,MCF,no gas,,3.B.1.4.1,Buffalo,Tier 2,Solid storage and dry lot,Cool,,,,,,2%,Table 10A.6,1%,Table 4.8,,Methane conversion factor,5C850A7B-CFFD-42B1-B448-1A0E531BB710,,,
43198,MCF,no gas,,3.B.1.4.1,Buffalo,Tier 2,Liquid system,Temperate,,,,15,,27%,Table 10A.6,35%,Table 4.8,,Methane conversion factor,AA8F5BEB-B6FA-410F-B872-A8C7DCBA8C7A,,,
43198,MCF,no gas,,3.B.1.4.1,Buffalo,Tier 2,Liquid system,Temperate,,,,16,,29%,Table 10A.6,35%,Table 4.8,,Methane conversion factor,,,,
43198,MCF,no gas,,3.B.1.4.1,Buffalo,Tier 2,Liquid system,Temperate,,,,17,,32%,Table 10A.6,35%,Table 4.8,,Methane conversion factor,,,,
43198,MCF,no gas,,3.B.1.4.1,Buffalo,Tier 2,Liquid system,Temperate,,,,18,,35%,Table 10A.6,35%,Table 4.8,,Methane conversion factor,,,,
43198,MCF,no gas,,3.B.1.4.1,Buffalo,Tier 2,Liquid system,Temperate,,,,19,,39%,Table 10A.6,35%,Table 4.8,,Methane conversion factor,,,,
43198,MCF,no gas,,3.B.1.4.1,Buffalo,Tier 2,Liquid system,Temperate,,,,20,,42%,Table 10A.6,35%,Table 4.8,,Methane conversion factor,,,,
43198,MCF,no gas,,3.B.1.4.1,Buffalo,Tier 2,Liquid system,Temperate,,,,21,,46%,Table 10A.6,35%,Table 4.8,,Methane conversion factor,,,,
43198,MCF,no gas,,3.B.1.4.1,Buffalo,Tier 2,Liquid system,Temperate,,,,22,,50%,Table 10A.6,35%,Table 4.8,,Methane conversion factor,,,,
43198,MCF,no gas,,3.B.1.4.1,Buffalo,Tier 2,Liquid system,Temperate,,,,23,,55%,Table 10A.6,35%,Table 4.8,,Methane conversion factor,,,,
43198,MCF,no gas,,3.B.1.4.1,Buffalo,Tier 2,Liquid system,Temperate,,,,24,,60%,Table 10A.6,35%,Table 4.8,,Methane conversion factor,,,,
43198,MCF,no gas,,3.B.1.4.1,Buffalo,Tier 2,Liquid system,Temperate,,,,25,,65%,Table 10A.6,35%,Table 4.8,,Methane conversion factor,,,,
433110,MCF,no gas,,3.B.1.4.1,Buffalo,Tier 2,Pasture  range and paddock,Temperate,,,,,,2%,Table 10A.6,1.50%,Table 4.8,,Methane conversion factor,3C99E95D-EDCD-4607-9F43-91152495553D,,,
43394,MCF,no gas,,3.B.1.4.1,Buffalo,Tier 2,Solid storage and dry lot,Temperate,,,,,,4%,Table 10A.6,1.50%,Table 4.8,,Methane conversion factor,58011B83-F175-47E4-9673-C2F423FCFB86,,,
43735,MCF,no gas,,3.B.1.4.3,Deer,Tier 2,Pasture  range and paddock,Cool,,,,,,1%,Table 10A.9,1%,Table 4.8,,Methane conversion factor,4005B1FD-4CCA-44E3-B4CC-67A86D7D5160,,,
43798,MCF,no gas,,3.B.1.4.3,Deer,Tier 2,Solid storage and dry lot,Cool,,,,,,2.00%,Table 10A.9,1%,Table 4.8,,Methane conversion factor,486080FB-2488-499F-8138-470EB2F12BD1,,,
43671,MCF,no gas,,3.B.1.4.3,Deer,Tier 2,Other,Cool,,,,,,,,,,,Methane conversion factor,76995B11-9C50-4BA6-90C3-006226DB1629,,,
441210,MCF,no gas,,3.B.1.4.4,Goats,Tier 2,Pasture  range and paddock,,,,,,,,,,,,Methane conversion factor,,,,
441210,MCF,no gas,,3.B.1.4.4,Goats,Tier 2,Pasture  range and paddock,Warm,,,,,,2%,Table 10A.9,2%,Table 4.8,,Methane conversion factor,,,,
44344,MCF,no gas,,3.B.1.4.4,Goats,Tier 2,Pasture  range and paddock,Cool,,,,,,1%,Table 10A.9,1%,Table 4.8,,Methane conversion factor,D84A5BAE-DB89-473C-8285-BF71FCF89F55,,,
446310,MCF,no gas,,3.B.1.4.4,Goats,Tier 2,Solid storage and dry lot,Cool,,,,,,1%,Table 10A.9,1%,Table 4.8,,Methane conversion factor,460FB693-F1AE-457F-A2B6-C95EF2A46A1C,,,
44099,MCF,no gas,,3.B.1.4.4,Goats,Tier 2,Other,Cool,,,,,,,,1%,Table B.7,,Methane conversion factor,C65F16CB-557C-432B-B27D-F2955AF1C0D5,,,
44037,MCF,no gas,,3.B.1.4.4,Goats,Tier 2,Liquid system,Cool,,,,,,1%,Table 10A.9,10%,Table 4.8,,Methane conversion factor,9677B061-ABFD-4AA5-9115-2A887E29C771,,,
440110,MCF,no gas,,3.B.1.4.4,Goats,Tier 2,Digesters,Cool,,,,,,1%,Table 10A.9,1%,Table B.7,,Methane conversion factor,2745715A-2AF0-45B1-8C70-797F3EBF4A9D,,,
444610,MCF,no gas,,3.B.1.4.4,Goats,Tier 2,Pasture  range and paddock,Temperate,,,,,,1.50%,Table 10A.9,1.50%,Table 4.8,,Methane conversion factor,3ACC07EB-CE9C-4DD1-87DF-527E092CABB8,,,
4476,MCF,no gas,,3.B.1.4.4,Goats,Tier 2,Solid storage and dry lot,Temperate,,,,,,1.50%,Table 10A.9,1.50%,Table 4.8,,Methane conversion factor,57ECEA2B-BA76-4A3D-B2E1-6E3E2DB7122F,,,
46202,MCF,no gas,,3.B.1.4.5,Horses,Tier 2,Pasture  range and paddock,,,,,,,,,,,,Methane conversion factor,92D9385F-55CA-4637-9F1A-126CEF922C06,,,
46202,MCF,no gas,,3.B.1.4.5,Horses,Tier 2,Pasture  range and paddock,Warm,,,,,,2%,Table 10A.9,2%,Table 4.8,,Methane conversion factor,,,,
46432,MCF,no gas,,3.B.1.4.5,Horses,Tier 2,Pasture  range and paddock,Cool,,,,,,1%,Table 10A.9,1%,Table 4.8,,Methane conversion factor,8DC504BE-4CCE-491B-8B48-8C48C9E8B453,,,
46843,MCF,no gas,,3.B.1.4.5,Horses,Tier 2,Solid storage and dry lot,Cool,,,,,,1%,Table 10A.9,1%,Table 4.8,,Methane conversion factor,BA825729-71B4-41C5-9CC9-1AA6EC1FE923,,,
461910,MCF,no gas,,3.B.1.4.5,Horses,Tier 2,Other,Cool,,,,,,1%,Table 10A.9,1%,Table B.7,,Methane conversion factor,842DEAAB-8CFD-4944-96A2-FB1F409CD061,,,
46119,MCF,no gas,,3.B.1.4.5,Horses,Tier 2,Digesters,Cool,,,,,,1%,Table 10A.9,1%,Table B.7,,Methane conversion factor,6AE25ACB-28A6-4F1D-BFBF-279739D93A45,,,
461310,MCF,no gas,,3.B.1.4.5,Horses,Tier 2,Liquid system,Cool,,,,,,1%,Table 10A.9,10%,Table 4.8,,Methane conversion factor,D9547691-8CB4-45CD-83DB-64C1470F1B0A,,,
465610,MCF,no gas,,3.B.1.4.5,Horses,Tier 2,Pasture  range and paddock,Temperate,,,,,,1.50%,Table 10A.9,1.50%,Table 4.8,,Methane conversion factor,E50DF5F5-2C79-4600-8739-B95C9480E2CA,,,
46884,MCF,no gas,,3.B.1.4.5,Horses,Tier 2,Solid storage and dry lot,Temperate,,,,,,1.50%,Table 10A.9,1.50%,Table 4.8,,Methane conversion factor,7B5E3A3D-BDEE-416E-AFF9-A5436961D26E,,,
46081,MCF,no gas,,3.B.1.4.5,Horses,Tier 2,Daily spread,Cool,,,,,,1.00%,Table 10A.9,0.10%,Table 4.8,,Methane conversion factor,16CF15CF-892A-4A93-A69E-EDE1CAD43B4B,,,
481910,MCF,no gas,,3.B.1.4.6,Mules and Asses,Tier 2,Pasture  range and paddock,,,,,,,,,,,,Methane conversion factor,A2EAD312-B2F1-4F7E-BBF5-B8F9D980BE57,,,
4828,MCF,no gas,,3.B.1.4.6,Mules and Asses,Tier 2,Pasture  range and paddock,Cool,,,,,,1%,Table 10A.9,1%,Table 4.8,,Methane conversion factor,284FF9B0-4914-4293-82BA-C7697E7645E7,,,
48458,MCF,no gas,,3.B.1.4.6,Mules and Asses,Tier 2,Solid storage and dry lot,Cool,,,,,,1%,Table 10A.9,1%,Table 4.8,,Methane conversion factor,B307674D-091B-48A3-A7C1-D5B3499E23F1,,,
48358,MCF,no gas,,3.B.1.4.6,Mules and Asses,Tier 2,Pasture  range and paddock,Temperate,,,,,,1.50%,Table 10A.9,1.50%,Table 4.8,,Methane conversion factor,DB9B145E-8521-4DF6-A02A-D54D57DFD5F6,,,
484910,MCF,no gas,,3.B.1.4.6,Mules and Asses,Tier 2,Solid storage and dry lot,Temperate,,,,,,1.50%,Table 10A.9,1.50%,Table 4.8,,Methane conversion factor,38DB3111-5D19-4662-89D4-017C7AB17B2F,,,
50035,MCF,no gas,,3.B.1.4.7,Poultry,Tier 2,Solid storage and dry lot,Cool,,Layers (dry),,,,1.5,Table 10A.9,1%,Table 4.8,,Methane conversion factor,9F52EAB1-00A0-42DC-AF7F-6905C3AF509F,,,
50035,MCF,no gas,,3.B.1.4.7,Poultry,Tier 2,Solid storage and dry lot,Cool,,Layers (wet),,?10,,65,Table 10A.9,1%,Table 4.8,,Methane conversion factor,,,,
50035,MCF,no gas,,3.B.1.4.7,Poultry,Tier 2,Solid storage and dry lot,Cool,,Layers (wet),,11,,68,Table 10A.9,1%,Table 4.8,,Methane conversion factor,,,,
50035,MCF,no gas,,3.B.1.4.7,Poultry,Tier 2,Solid storage and dry lot,Cool,,Layers (wet),,12,,70,Table 10A.9,1%,Table 4.8,,Methane conversion factor,,,,
50035,MCF,no gas,,3.B.1.4.7,Poultry,Tier 2,Solid storage and dry lot,Cool,,Layers (wet),,13,,73,Table 10A.9,1%,Table 4.8,,Methane conversion factor,,,,
50035,MCF,no gas,,3.B.1.4.7,Poultry,Tier 2,Solid storage and dry lot,Cool,,Layers (wet),,14,,74,Table 10A.9,1%,Table 4.8,,Methane conversion factor,,,,
